idinstitutie,idparinte,sectiune,an,numeinstitutie,denumireindicator,suma
20,20,500101,2013,Ministerul Tineretului si Sportului,CHELTUIELI CURENTE,301824
20,20,500110,2013,Ministerul Tineretului si Sportului,TITLUL I CHELTUIELI DE PERSONAL,6250
20,20,500120,2013,Ministerul Tineretului si Sportului,TITLUL II BUNURI SI SERVICII,2854
20,20,500151,2013,Ministerul Tineretului si Sportului,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,158572
20,20,500155,2013,Ministerul Tineretului si Sportului,TITLUL VII ALTE TRANSFERURI,14725
20,20,500156,2013,Ministerul Tineretului si Sportului,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,6236
20,20,500157,2013,Ministerul Tineretului si Sportului,TITLUL IX ASISTENTA SOCIALA,23600
20,20,500159,2013,Ministerul Tineretului si Sportului,TITLUL X  ALTE CHELTUIELI,89587
20,20,500170,2013,Ministerul Tineretului si Sportului,CHELTUIELI DE CAPITAL,550
20,20,500171,2013,Ministerul Tineretului si Sportului,TITLUL XII ACTIVE NEFINANCIARE,550
20,20,6501,2013,Ministerul Tineretului si Sportului,INVATAMANT,58915
20,20,650101,2013,Ministerul Tineretului si Sportului,CHELTUIELI CURENTE,58915
20,20,650151,2013,Ministerul Tineretului si Sportului,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,58915
20,20,6701,2013,Ministerul Tineretului si Sportului,"CULTURA, RECREERE SI RELIGIE",219859
20,20,670101,2013,Ministerul Tineretului si Sportului,CHELTUIELI CURENTE,219309
20,20,670110,2013,Ministerul Tineretului si Sportului,TITLUL I CHELTUIELI DE PERSONAL,6250
20,20,670120,2013,Ministerul Tineretului si Sportului,TITLUL II BUNURI SI SERVICII,2854
20,20,670151,2013,Ministerul Tineretului si Sportului,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,99657
20,20,670155,2013,Ministerul Tineretului si Sportului,TITLUL VII ALTE TRANSFERURI,14725
20,20,670156,2013,Ministerul Tineretului si Sportului,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,6236
20,20,670159,2013,Ministerul Tineretului si Sportului,TITLUL X  ALTE CHELTUIELI,89587
20,20,670170,2013,Ministerul Tineretului si Sportului,CHELTUIELI DE CAPITAL,550
20,20,670171,2013,Ministerul Tineretului si Sportului,TITLUL XII ACTIVE NEFINANCIARE,550
20,20,6801,2013,Ministerul Tineretului si Sportului,ASIGURARI SI ASISTENTA SOCIALA,23600
20,20,680101,2013,Ministerul Tineretului si Sportului,CHELTUIELI CURENTE,23600
20,20,680157,2013,Ministerul Tineretului si Sportului,TITLUL IX ASISTENTA SOCIALA,23600
21,0,5001,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI - BUGET DE STAT,5562740
21,21,500101,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI CURENTE,5420440
21,21,500110,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL I CHELTUIELI DE PERSONAL,343324
21,21,500120,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL II BUNURI SI SERVICII,129544
21,21,500130,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL III DOBANZI,600
21,21,500140,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL IV SUBVENTII,1364088
21,21,500151,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,330125
21,21,500155,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VII ALTE TRANSFERURI,869076
21,21,500156,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2297055
21,21,500157,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL IX ASISTENTA SOCIALA,20
21,21,500159,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL X  ALTE CHELTUIELI,60219
21,21,500165,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,26389
21,21,500170,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI DE CAPITAL,38700
21,21,500171,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XII ACTIVE NEFINANCIARE,38700
21,21,500179,2013,Ministerul Agriculturii si Dezvoltarii Rurale,OPERATIUNI FINANCIARE,103600
21,21,500180,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XV IMPRUMUTURI,100000
21,21,500181,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XVI RAMBURSARI DE CREDITE,3600
21,21,6801,2013,Ministerul Agriculturii si Dezvoltarii Rurale,ASIGURARI SI ASISTENTA SOCIALA,20
21,21,680101,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI CURENTE,20
21,21,680157,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL IX ASISTENTA SOCIALA,20
21,21,8001,2013,Ministerul Agriculturii si Dezvoltarii Rurale,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",7547
21,21,800101,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI CURENTE,7547
21,21,800155,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VII ALTE TRANSFERURI,7547
21,21,8301,2013,Ministerul Agriculturii si Dezvoltarii Rurale,"AGRICULTURA, SILVICULTURA, PISCICULTURA SI VANATOARE",5526551
21,21,830101,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI CURENTE,5384251
21,21,830110,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL I CHELTUIELI DE PERSONAL,343324
21,21,830120,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL II BUNURI SI SERVICII,129544
21,21,830130,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL III DOBANZI,600
21,21,830140,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL IV SUBVENTII,1364088
21,21,830151,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,301503
21,21,830155,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VII ALTE TRANSFERURI,861529
21,21,830156,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2297055
21,21,830159,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL X  ALTE CHELTUIELI,60219
21,21,830165,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,26389
21,21,830170,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI DE CAPITAL,38700
21,21,830171,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XII ACTIVE NEFINANCIARE,38700
21,21,830179,2013,Ministerul Agriculturii si Dezvoltarii Rurale,OPERATIUNI FINANCIARE,103600
21,21,830180,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XV IMPRUMUTURI,100000
21,21,830181,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL XVI RAMBURSARI DE CREDITE,3600
21,21,8601,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CERCETARE SI DEZVOLTARE IN DOMENIUL ECONOMIC,28622
21,21,860101,2013,Ministerul Agriculturii si Dezvoltarii Rurale,CHELTUIELI CURENTE,28622
21,21,860151,2013,Ministerul Agriculturii si Dezvoltarii Rurale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,28622
22,0,5001,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI - BUGET DE STAT,2084271
22,22,500101,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI CURENTE,1944370
22,22,500110,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL I CHELTUIELI DE PERSONAL,149731
22,22,500120,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL II BUNURI SI SERVICII,100281
22,22,500130,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL III DOBANZI,10300
22,22,500151,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,36610
22,22,500155,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VII ALTE TRANSFERURI,72504
22,22,500156,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1463136
22,22,500159,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL X  ALTE CHELTUIELI,3256
22,22,500165,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,108552
22,22,500170,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI DE CAPITAL,93401
22,22,500171,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XII ACTIVE NEFINANCIARE,93401
22,22,500179,2013,Ministerul Mediului si Schimbarilor Climatice,OPERATIUNI FINANCIARE,46500
22,22,500181,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XVI RAMBURSARI DE CREDITE,46500
22,22,7001,2013,Ministerul Mediului si Schimbarilor Climatice,"LOCUINTE, SERVICII SI DEZVOLTARE PUBLICA",349583
22,22,700101,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI CURENTE,309552
22,22,700120,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL II BUNURI SI SERVICII,7000
22,22,700155,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VII ALTE TRANSFERURI,5000
22,22,700156,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,200000
22,22,700165,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,97552
22,22,700170,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI DE CAPITAL,40031
22,22,700171,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XII ACTIVE NEFINANCIARE,40031
22,22,7401,2013,Ministerul Mediului si Schimbarilor Climatice,PROTECTIA MEDIULUI,1613472
22,22,740101,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI CURENTE,1518772
22,22,740110,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL I CHELTUIELI DE PERSONAL,130910
22,22,740120,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL II BUNURI SI SERVICII,38206
22,22,740130,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL III DOBANZI,10300
22,22,740151,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,36610
22,22,740155,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VII ALTE TRANSFERURI,43004
22,22,740156,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1256986
22,22,740159,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL X  ALTE CHELTUIELI,2756
22,22,740170,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI DE CAPITAL,48200
22,22,740171,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XII ACTIVE NEFINANCIARE,48200
22,22,740179,2013,Ministerul Mediului si Schimbarilor Climatice,OPERATIUNI FINANCIARE,46500
22,22,740181,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XVI RAMBURSARI DE CREDITE,46500
22,22,8001,2013,Ministerul Mediului si Schimbarilor Climatice,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",45405
22,22,800101,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI CURENTE,45405
22,22,800120,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL II BUNURI SI SERVICII,44905
22,22,800155,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VII ALTE TRANSFERURI,500
22,22,8301,2013,Ministerul Mediului si Schimbarilor Climatice,"AGRICULTURA, SILVICULTURA, PISCICULTURA SI VANATOARE",75811
22,22,830101,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI CURENTE,70641
22,22,830110,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL I CHELTUIELI DE PERSONAL,18821
22,22,830120,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL II BUNURI SI SERVICII,10170
22,22,830155,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VII ALTE TRANSFERURI,24000
22,22,830156,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,6150
22,22,830159,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL X  ALTE CHELTUIELI,500
22,22,830165,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,11000
22,22,830170,2013,Ministerul Mediului si Schimbarilor Climatice,CHELTUIELI DE CAPITAL,5170
22,22,830171,2013,Ministerul Mediului si Schimbarilor Climatice,TITLUL XII ACTIVE NEFINANCIARE,5170
23,0,5001,2013,Ministerul Transporturilor,CHELTUIELI - BUGET DE STAT,7291157
23,23,500101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,7003812
23,23,500110,2013,Ministerul Transporturilor,TITLUL I CHELTUIELI DE PERSONAL,22649
23,23,500120,2013,Ministerul Transporturilor,TITLUL II BUNURI SI SERVICII,9281
23,23,500130,2013,Ministerul Transporturilor,TITLUL III DOBANZI,52185
23,23,500140,2013,Ministerul Transporturilor,TITLUL IV SUBVENTII,1598415
23,23,500151,2013,Ministerul Transporturilor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,916406
23,23,500155,2013,Ministerul Transporturilor,TITLUL VII ALTE TRANSFERURI,599696
23,23,500156,2013,Ministerul Transporturilor,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,3386376
23,23,500157,2013,Ministerul Transporturilor,TITLUL IX ASISTENTA SOCIALA,100000
23,23,500159,2013,Ministerul Transporturilor,TITLUL X  ALTE CHELTUIELI,29398
23,23,500165,2013,Ministerul Transporturilor,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,289406
23,23,500170,2013,Ministerul Transporturilor,CHELTUIELI DE CAPITAL,3149
23,23,500171,2013,Ministerul Transporturilor,TITLUL XII ACTIVE NEFINANCIARE,3149
23,23,500179,2013,Ministerul Transporturilor,OPERATIUNI FINANCIARE,284196
23,23,500181,2013,Ministerul Transporturilor,TITLUL XVI RAMBURSARI DE CREDITE,284196
23,23,5401,2013,Ministerul Transporturilor,ALTE SERVICII PUBLICE GENERALE,15
23,23,540101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,3
23,23,540120,2013,Ministerul Transporturilor,TITLUL II BUNURI SI SERVICII,3
23,23,540170,2013,Ministerul Transporturilor,CHELTUIELI DE CAPITAL,12
23,23,540171,2013,Ministerul Transporturilor,TITLUL XII ACTIVE NEFINANCIARE,12
23,23,6601,2013,Ministerul Transporturilor,SANATATE,23341
23,23,660101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,23341
23,23,660151,2013,Ministerul Transporturilor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,23341
23,23,6701,2013,Ministerul Transporturilor,"CULTURA, RECREERE SI RELIGIE",7100
23,23,670101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,7100
23,23,670151,2013,Ministerul Transporturilor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,7100
23,23,6801,2013,Ministerul Transporturilor,ASIGURARI SI ASISTENTA SOCIALA,100000
23,23,680101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,100000
23,23,680157,2013,Ministerul Transporturilor,TITLUL IX ASISTENTA SOCIALA,100000
23,23,8401,2013,Ministerul Transporturilor,TRANSPORTURI,7160701
23,23,840101,2013,Ministerul Transporturilor,CHELTUIELI CURENTE,6873368
23,23,840110,2013,Ministerul Transporturilor,TITLUL I CHELTUIELI DE PERSONAL,22649
23,23,840120,2013,Ministerul Transporturilor,TITLUL II BUNURI SI SERVICII,9278
23,23,840130,2013,Ministerul Transporturilor,TITLUL III DOBANZI,52185
23,23,840140,2013,Ministerul Transporturilor,TITLUL IV SUBVENTII,1598415
23,23,840151,2013,Ministerul Transporturilor,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,885965
23,23,840155,2013,Ministerul Transporturilor,TITLUL VII ALTE TRANSFERURI,599696
23,23,840156,2013,Ministerul Transporturilor,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,3386376
23,23,840159,2013,Ministerul Transporturilor,TITLUL X  ALTE CHELTUIELI,29398
23,23,840165,2013,Ministerul Transporturilor,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,289406
23,23,840170,2013,Ministerul Transporturilor,CHELTUIELI DE CAPITAL,3137
23,23,840171,2013,Ministerul Transporturilor,TITLUL XII ACTIVE NEFINANCIARE,3137
23,23,840179,2013,Ministerul Transporturilor,OPERATIUNI FINANCIARE,284196
23,23,840181,2013,Ministerul Transporturilor,TITLUL XVI RAMBURSARI DE CREDITE,284196
24,0,5001,2013,Ministerul Educatiei Nationale,CHELTUIELI - BUGET DE STAT,5298804
24,24,500101,2013,Ministerul Educatiei Nationale,CHELTUIELI CURENTE,5202837
24,24,500110,2013,Ministerul Educatiei Nationale,TITLUL I CHELTUIELI DE PERSONAL,304640
24,24,500120,2013,Ministerul Educatiei Nationale,TITLUL II BUNURI SI SERVICII,99620
24,24,500151,2013,Ministerul Educatiei Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,2020633
24,24,500155,2013,Ministerul Educatiei Nationale,TITLUL VII ALTE TRANSFERURI,1150421
24,24,500156,2013,Ministerul Educatiei Nationale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,843784
24,24,500157,2013,Ministerul Educatiei Nationale,TITLUL IX ASISTENTA SOCIALA,299998
24,24,500159,2013,Ministerul Educatiei Nationale,TITLUL X  ALTE CHELTUIELI,433741
24,24,500165,2013,Ministerul Educatiei Nationale,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,50000
24,24,500170,2013,Ministerul Educatiei Nationale,CHELTUIELI DE CAPITAL,95967
24,24,500171,2013,Ministerul Educatiei Nationale,TITLUL XII ACTIVE NEFINANCIARE,95967
24,24,5301,2013,Ministerul Educatiei Nationale,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,1688290
24,24,530101,2013,Ministerul Educatiei Nationale,CHELTUIELI CURENTE,1688290
24,24,530120,2013,Ministerul Educatiei Nationale,TITLUL II BUNURI SI SERVICII,3350
24,24,530151,2013,Ministerul Educatiei Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,16248
24,24,530155,2013,Ministerul Educatiei Nationale,TITLUL VII ALTE TRANSFERURI,1106921
24,24,530156,2013,Ministerul Educatiei Nationale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,561771
24,24,6501,2013,Ministerul Educatiei Nationale,INVATAMANT,3527734
24,24,650101,2013,Ministerul Educatiei Nationale,CHELTUIELI CURENTE,3431767
24,24,650110,2013,Ministerul Educatiei Nationale,TITLUL I CHELTUIELI DE PERSONAL,304640
24,24,650120,2013,Ministerul Educatiei Nationale,TITLUL II BUNURI SI SERVICII,96070
24,24,650151,2013,Ministerul Educatiei Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,1964905
24,24,650155,2013,Ministerul Educatiei Nationale,TITLUL VII ALTE TRANSFERURI,400
24,24,650156,2013,Ministerul Educatiei Nationale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,282013
24,24,650157,2013,Ministerul Educatiei Nationale,TITLUL IX ASISTENTA SOCIALA,299998
24,24,650159,2013,Ministerul Educatiei Nationale,TITLUL X  ALTE CHELTUIELI,433741
24,24,650165,2013,Ministerul Educatiei Nationale,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,50000
24,24,650170,2013,Ministerul Educatiei Nationale,CHELTUIELI DE CAPITAL,95967
24,24,650171,2013,Ministerul Educatiei Nationale,TITLUL XII ACTIVE NEFINANCIARE,95967
24,24,6701,2013,Ministerul Educatiei Nationale,"CULTURA, RECREERE SI RELIGIE",39680
24,24,670101,2013,Ministerul Educatiei Nationale,CHELTUIELI CURENTE,39680
24,24,670120,2013,Ministerul Educatiei Nationale,TITLUL II BUNURI SI SERVICII,200
24,24,670151,2013,Ministerul Educatiei Nationale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,39480
24,24,7401,2013,Ministerul Educatiei Nationale,PROTECTIA MEDIULUI,43100
24,24,740101,2013,Ministerul Educatiei Nationale,CHELTUIELI CURENTE,43100
24,24,740155,2013,Ministerul Educatiei Nationale,TITLUL VII ALTE TRANSFERURI,43100
25,0,5001,2013,Ministerul Sanatatii,CHELTUIELI - BUGET DE STAT,7226673
25,25,500101,2013,Ministerul Sanatatii,CHELTUIELI CURENTE,7184673
25,25,500110,2013,Ministerul Sanatatii,TITLUL I CHELTUIELI DE PERSONAL,573269
25,25,500120,2013,Ministerul Sanatatii,TITLUL II BUNURI SI SERVICII,1090688
25,25,500151,2013,Ministerul Sanatatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,5438101
25,25,500155,2013,Ministerul Sanatatii,TITLUL VII ALTE TRANSFERURI,12000
25,25,500156,2013,Ministerul Sanatatii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,21400
25,25,500165,2013,Ministerul Sanatatii,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,49215
25,25,500170,2013,Ministerul Sanatatii,CHELTUIELI DE CAPITAL,42000
25,25,500171,2013,Ministerul Sanatatii,TITLUL XII ACTIVE NEFINANCIARE,42000
25,25,5601,2013,Ministerul Sanatatii,TRANSFERURI CU CARACTER GENERAL INTRE DIFERITE NIVELE ALE ADMINISTRATIEI,3719251
25,25,560101,2013,Ministerul Sanatatii,CHELTUIELI CURENTE,3719251
25,25,560151,2013,Ministerul Sanatatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,3719251
25,25,6601,2013,Ministerul Sanatatii,SANATATE,2528922
25,25,660101,2013,Ministerul Sanatatii,CHELTUIELI CURENTE,2486922
25,25,660110,2013,Ministerul Sanatatii,TITLUL I CHELTUIELI DE PERSONAL,573269
25,25,660120,2013,Ministerul Sanatatii,TITLUL II BUNURI SI SERVICII,1090688
25,25,660151,2013,Ministerul Sanatatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,740350
25,25,660155,2013,Ministerul Sanatatii,TITLUL VII ALTE TRANSFERURI,12000
25,25,660156,2013,Ministerul Sanatatii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,21400
25,25,660165,2013,Ministerul Sanatatii,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,49215
25,25,660170,2013,Ministerul Sanatatii,CHELTUIELI DE CAPITAL,42000
25,25,660171,2013,Ministerul Sanatatii,TITLUL XII ACTIVE NEFINANCIARE,42000
25,25,6801,2013,Ministerul Sanatatii,ASIGURARI SI ASISTENTA SOCIALA,978500
25,25,680101,2013,Ministerul Sanatatii,CHELTUIELI CURENTE,978500
25,25,680151,2013,Ministerul Sanatatii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,978500
26,0,5001,2013,Ministerul Culturii,CHELTUIELI - BUGET DE STAT,546064
26,26,500101,2013,Ministerul Culturii,CHELTUIELI CURENTE,545192
26,26,500110,2013,Ministerul Culturii,TITLUL I CHELTUIELI DE PERSONAL,14163
26,26,500120,2013,Ministerul Culturii,TITLUL II BUNURI SI SERVICII,28395
26,26,500151,2013,Ministerul Culturii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,339670
26,26,500155,2013,Ministerul Culturii,TITLUL VII ALTE TRANSFERURI,27400
26,26,500156,2013,Ministerul Culturii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,7000
26,26,500159,2013,Ministerul Culturii,TITLUL X  ALTE CHELTUIELI,18564
26,26,500165,2013,Ministerul Culturii,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,110000
26,26,500170,2013,Ministerul Culturii,CHELTUIELI DE CAPITAL,872
26,26,500171,2013,Ministerul Culturii,TITLUL XII ACTIVE NEFINANCIARE,872
26,26,6701,2013,Ministerul Culturii,"CULTURA, RECREERE SI RELIGIE",546064
26,26,670101,2013,Ministerul Culturii,CHELTUIELI CURENTE,545192
26,26,670110,2013,Ministerul Culturii,TITLUL I CHELTUIELI DE PERSONAL,14163
26,26,670120,2013,Ministerul Culturii,TITLUL II BUNURI SI SERVICII,28395
26,26,670151,2013,Ministerul Culturii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,339670
26,26,670155,2013,Ministerul Culturii,TITLUL VII ALTE TRANSFERURI,27400
26,26,670156,2013,Ministerul Culturii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,7000
26,26,670159,2013,Ministerul Culturii,TITLUL X  ALTE CHELTUIELI,18564
26,26,670165,2013,Ministerul Culturii,TITLUL XI CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,110000
26,26,670170,2013,Ministerul Culturii,CHELTUIELI DE CAPITAL,872
26,26,670171,2013,Ministerul Culturii,TITLUL XII ACTIVE NEFINANCIARE,872
27,0,5001,2013,Ministerul pentru Societatea Informationala,CHELTUIELI - BUGET DE STAT,199186
27,27,500101,2013,Ministerul pentru Societatea Informationala,CHELTUIELI CURENTE,138686
27,27,500110,2013,Ministerul pentru Societatea Informationala,TITLUL I CHELTUIELI DE PERSONAL,7995
