idinstitutie,idparinte,sectiune,an,numeinstitutie,denumireindicator,suma
39,39,500110,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL I CHELTUIELI DE PERSONAL,6592
39,39,500120,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL II BUNURI SI SERVICII,2251
39,39,500155,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL VII ALTE TRANSFERURI,520
39,39,500170,2013,Oficiul registrului national al informatiilor secrete de stat,CHELTUIELI DE CAPITAL,64
39,39,500171,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL XII ACTIVE NEFINANCIARE,64
39,39,5101,2013,Oficiul registrului national al informatiilor secrete de stat,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,9427
39,39,510101,2013,Oficiul registrului national al informatiilor secrete de stat,CHELTUIELI CURENTE,9363
39,39,510110,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL I CHELTUIELI DE PERSONAL,6592
39,39,510120,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL II BUNURI SI SERVICII,2251
39,39,510155,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL VII ALTE TRANSFERURI,520
39,39,510170,2013,Oficiul registrului national al informatiilor secrete de stat,CHELTUIELI DE CAPITAL,64
39,39,510171,2013,Oficiul registrului national al informatiilor secrete de stat,TITLUL XII ACTIVE NEFINANCIARE,64
40,0,5001,2013,Consiliul National pentru Combaterea Discriminarii,CHELTUIELI - BUGET DE STAT,4419
40,40,500101,2013,Consiliul National pentru Combaterea Discriminarii,CHELTUIELI CURENTE,4381
40,40,500110,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL I CHELTUIELI DE PERSONAL,3264
40,40,500120,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL II BUNURI SI SERVICII,644
40,40,500155,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL VII ALTE TRANSFERURI,5
40,40,500156,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,125
40,40,500159,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL X  ALTE CHELTUIELI,343
40,40,500170,2013,Consiliul National pentru Combaterea Discriminarii,CHELTUIELI DE CAPITAL,38
40,40,500171,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL XII ACTIVE NEFINANCIARE,38
40,40,5101,2013,Consiliul National pentru Combaterea Discriminarii,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,4419
40,40,510101,2013,Consiliul National pentru Combaterea Discriminarii,CHELTUIELI CURENTE,4381
40,40,510110,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL I CHELTUIELI DE PERSONAL,3264
40,40,510120,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL II BUNURI SI SERVICII,644
40,40,510155,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL VII ALTE TRANSFERURI,5
40,40,510156,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,125
40,40,510159,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL X  ALTE CHELTUIELI,343
40,40,510170,2013,Consiliul National pentru Combaterea Discriminarii,CHELTUIELI DE CAPITAL,38
40,40,510171,2013,Consiliul National pentru Combaterea Discriminarii,TITLUL XII ACTIVE NEFINANCIARE,38
41,0,5001,2013,Agentia Nationala de Presa AGERPRES,CHELTUIELI - BUGET DE STAT,13504
41,41,500101,2013,Agentia Nationala de Presa AGERPRES,CHELTUIELI CURENTE,13504
41,41,500151,2013,Agentia Nationala de Presa AGERPRES,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,13504
41,41,6701,2013,Agentia Nationala de Presa AGERPRES,"CULTURA, RECREERE SI RELIGIE",13504
41,41,670101,2013,Agentia Nationala de Presa AGERPRES,CHELTUIELI CURENTE,13504
41,41,670151,2013,Agentia Nationala de Presa AGERPRES,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,13504
42,0,5001,2013,Institutul Cultural Roman,CHELTUIELI - BUGET DE STAT,29116
42,42,500101,2013,Institutul Cultural Roman,CHELTUIELI CURENTE,29116
42,42,500151,2013,Institutul Cultural Roman,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,29116
42,42,6701,2013,Institutul Cultural Roman,"CULTURA, RECREERE SI RELIGIE",29116
42,42,670101,2013,Institutul Cultural Roman,CHELTUIELI CURENTE,29116
42,42,670151,2013,Institutul Cultural Roman,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,29116
43,0,5001,2013,Societatea Romana de Radiodifuziune,CHELTUIELI - BUGET DE STAT,186094
43,43,500101,2013,Societatea Romana de Radiodifuziune,CHELTUIELI CURENTE,186094
43,43,500120,2013,Societatea Romana de Radiodifuziune,TITLUL II BUNURI SI SERVICII,159519
43,43,500155,2013,Societatea Romana de Radiodifuziune,TITLUL VII ALTE TRANSFERURI,26575
43,43,6701,2013,Societatea Romana de Radiodifuziune,"CULTURA, RECREERE SI RELIGIE",186094
43,43,670101,2013,Societatea Romana de Radiodifuziune,CHELTUIELI CURENTE,186094
43,43,670120,2013,Societatea Romana de Radiodifuziune,TITLUL II BUNURI SI SERVICII,159519
43,43,670155,2013,Societatea Romana de Radiodifuziune,TITLUL VII ALTE TRANSFERURI,26575
44,0,5001,2013,Societatea Romana de Televiziune,CHELTUIELI - BUGET DE STAT,174217
44,44,500101,2013,Societatea Romana de Televiziune,CHELTUIELI CURENTE,173447
44,44,500110,2013,Societatea Romana de Televiziune,TITLUL I CHELTUIELI DE PERSONAL,69
44,44,500120,2013,Societatea Romana de Televiziune,TITLUL II BUNURI SI SERVICII,173378
44,44,500170,2013,Societatea Romana de Televiziune,CHELTUIELI DE CAPITAL,770
44,44,500171,2013,Societatea Romana de Televiziune,TITLUL XII ACTIVE NEFINANCIARE,770
44,44,6701,2013,Societatea Romana de Televiziune,"CULTURA, RECREERE SI RELIGIE",174217
44,44,670101,2013,Societatea Romana de Televiziune,CHELTUIELI CURENTE,173447
44,44,670110,2013,Societatea Romana de Televiziune,TITLUL I CHELTUIELI DE PERSONAL,69
44,44,670120,2013,Societatea Romana de Televiziune,TITLUL II BUNURI SI SERVICII,173378
44,44,670170,2013,Societatea Romana de Televiziune,CHELTUIELI DE CAPITAL,770
44,44,670171,2013,Societatea Romana de Televiziune,TITLUL XII ACTIVE NEFINANCIARE,770
45,0,5001,2013,Consiliul Superior al Magistraturii,CHELTUIELI - BUGET DE STAT,75552
45,45,500101,2013,Consiliul Superior al Magistraturii,CHELTUIELI CURENTE,75506
45,45,500110,2013,Consiliul Superior al Magistraturii,TITLUL I CHELTUIELI DE PERSONAL,51629
45,45,500120,2013,Consiliul Superior al Magistraturii,TITLUL II BUNURI SI SERVICII,10576
45,45,500151,2013,Consiliul Superior al Magistraturii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,112
45,45,500155,2013,Consiliul Superior al Magistraturii,TITLUL VII ALTE TRANSFERURI,76
45,45,500156,2013,Consiliul Superior al Magistraturii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2163
45,45,500159,2013,Consiliul Superior al Magistraturii,TITLUL X  ALTE CHELTUIELI,10950
45,45,500170,2013,Consiliul Superior al Magistraturii,CHELTUIELI DE CAPITAL,46
45,45,500171,2013,Consiliul Superior al Magistraturii,TITLUL XII ACTIVE NEFINANCIARE,46
45,45,5101,2013,Consiliul Superior al Magistraturii,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,48028
45,45,510101,2013,Consiliul Superior al Magistraturii,CHELTUIELI CURENTE,47994
45,45,510110,2013,Consiliul Superior al Magistraturii,TITLUL I CHELTUIELI DE PERSONAL,38683
45,45,510120,2013,Consiliul Superior al Magistraturii,TITLUL II BUNURI SI SERVICII,7205
45,45,510151,2013,Consiliul Superior al Magistraturii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,22
45,45,510155,2013,Consiliul Superior al Magistraturii,TITLUL VII ALTE TRANSFERURI,19
45,45,510156,2013,Consiliul Superior al Magistraturii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,2065
45,45,510170,2013,Consiliul Superior al Magistraturii,CHELTUIELI DE CAPITAL,34
45,45,510171,2013,Consiliul Superior al Magistraturii,TITLUL XII ACTIVE NEFINANCIARE,34
45,45,6501,2013,Consiliul Superior al Magistraturii,INVATAMANT,27524
45,45,650101,2013,Consiliul Superior al Magistraturii,CHELTUIELI CURENTE,27512
45,45,650110,2013,Consiliul Superior al Magistraturii,TITLUL I CHELTUIELI DE PERSONAL,12946
45,45,650120,2013,Consiliul Superior al Magistraturii,TITLUL II BUNURI SI SERVICII,3371
45,45,650151,2013,Consiliul Superior al Magistraturii,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,90
45,45,650155,2013,Consiliul Superior al Magistraturii,TITLUL VII ALTE TRANSFERURI,57
45,45,650156,2013,Consiliul Superior al Magistraturii,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,98
45,45,650159,2013,Consiliul Superior al Magistraturii,TITLUL X  ALTE CHELTUIELI,10950
45,45,650170,2013,Consiliul Superior al Magistraturii,CHELTUIELI DE CAPITAL,12
45,45,650171,2013,Consiliul Superior al Magistraturii,TITLUL XII ACTIVE NEFINANCIARE,12
46,0,5001,2013,Autoritatea Electorala Permanenta,CHELTUIELI - BUGET DE STAT,14368
46,46,500101,2013,Autoritatea Electorala Permanenta,CHELTUIELI CURENTE,14280
46,46,500110,2013,Autoritatea Electorala Permanenta,TITLUL I CHELTUIELI DE PERSONAL,6369
46,46,500120,2013,Autoritatea Electorala Permanenta,TITLUL II BUNURI SI SERVICII,1484
46,46,500155,2013,Autoritatea Electorala Permanenta,TITLUL VII ALTE TRANSFERURI,5
46,46,500159,2013,Autoritatea Electorala Permanenta,TITLUL X  ALTE CHELTUIELI,6422
46,46,500170,2013,Autoritatea Electorala Permanenta,CHELTUIELI DE CAPITAL,88
46,46,500171,2013,Autoritatea Electorala Permanenta,TITLUL XII ACTIVE NEFINANCIARE,88
46,46,5101,2013,Autoritatea Electorala Permanenta,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,7946
46,46,510101,2013,Autoritatea Electorala Permanenta,CHELTUIELI CURENTE,7858
46,46,510110,2013,Autoritatea Electorala Permanenta,TITLUL I CHELTUIELI DE PERSONAL,6369
46,46,510120,2013,Autoritatea Electorala Permanenta,TITLUL II BUNURI SI SERVICII,1484
46,46,510155,2013,Autoritatea Electorala Permanenta,TITLUL VII ALTE TRANSFERURI,5
46,46,510170,2013,Autoritatea Electorala Permanenta,CHELTUIELI DE CAPITAL,88
46,46,510171,2013,Autoritatea Electorala Permanenta,TITLUL XII ACTIVE NEFINANCIARE,88
46,46,5401,2013,Autoritatea Electorala Permanenta,ALTE SERVICII PUBLICE GENERALE,6422
46,46,540101,2013,Autoritatea Electorala Permanenta,CHELTUIELI CURENTE,6422
46,46,540159,2013,Autoritatea Electorala Permanenta,TITLUL X  ALTE CHELTUIELI,6422
47,0,5001,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,CHELTUIELI - BUGET DE STAT,3460
47,47,500101,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,CHELTUIELI CURENTE,3441
47,47,500110,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL I CHELTUIELI DE PERSONAL,2529
47,47,500120,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL II BUNURI SI SERVICII,912
47,47,500170,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,CHELTUIELI DE CAPITAL,19
47,47,500171,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL XII ACTIVE NEFINANCIARE,19
47,47,5101,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,3460
47,47,510101,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,CHELTUIELI CURENTE,3441
47,47,510110,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL I CHELTUIELI DE PERSONAL,2529
47,47,510120,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL II BUNURI SI SERVICII,912
47,47,510170,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,CHELTUIELI DE CAPITAL,19
47,47,510171,2013,Autoritatea Nationala de Supraveghere a Prelucrarii Datelor cu Caracter Personal,TITLUL XII ACTIVE NEFINANCIARE,19
48,0,5001,2013,Consiliul Economic si Social,CHELTUIELI - BUGET DE STAT,2757
48,48,500101,2013,Consiliul Economic si Social,CHELTUIELI CURENTE,2507
48,48,500110,2013,Consiliul Economic si Social,TITLUL I CHELTUIELI DE PERSONAL,1683
48,48,500120,2013,Consiliul Economic si Social,TITLUL II BUNURI SI SERVICII,803
48,48,500155,2013,Consiliul Economic si Social,TITLUL VII ALTE TRANSFERURI,21
48,48,500170,2013,Consiliul Economic si Social,CHELTUIELI DE CAPITAL,250
48,48,500171,2013,Consiliul Economic si Social,TITLUL XII ACTIVE NEFINANCIARE,250
48,48,5101,2013,Consiliul Economic si Social,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,2757
48,48,510101,2013,Consiliul Economic si Social,CHELTUIELI CURENTE,2507
48,48,510110,2013,Consiliul Economic si Social,TITLUL I CHELTUIELI DE PERSONAL,1683
48,48,510120,2013,Consiliul Economic si Social,TITLUL II BUNURI SI SERVICII,803
48,48,510155,2013,Consiliul Economic si Social,TITLUL VII ALTE TRANSFERURI,21
48,48,510170,2013,Consiliul Economic si Social,CHELTUIELI DE CAPITAL,250
48,48,510171,2013,Consiliul Economic si Social,TITLUL XII ACTIVE NEFINANCIARE,250
49,0,5001,2013,Consiliul National de Solutionare a Contestatiilor,CHELTUIELI - BUGET DE STAT,9942
49,49,500101,2013,Consiliul National de Solutionare a Contestatiilor,CHELTUIELI CURENTE,9903
49,49,500110,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL I CHELTUIELI DE PERSONAL,8279
49,49,500120,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL II BUNURI SI SERVICII,1624
49,49,500170,2013,Consiliul National de Solutionare a Contestatiilor,CHELTUIELI DE CAPITAL,39
49,49,500171,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL XII ACTIVE NEFINANCIARE,39
49,49,5101,2013,Consiliul National de Solutionare a Contestatiilor,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,9942
49,49,510101,2013,Consiliul National de Solutionare a Contestatiilor,CHELTUIELI CURENTE,9903
49,49,510110,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL I CHELTUIELI DE PERSONAL,8279
49,49,510120,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL II BUNURI SI SERVICII,1624
49,49,510170,2013,Consiliul National de Solutionare a Contestatiilor,CHELTUIELI DE CAPITAL,39
49,49,510171,2013,Consiliul National de Solutionare a Contestatiilor,TITLUL XII ACTIVE NEFINANCIARE,39
50,0,5001,2013,Autoritatea pentru Administrarea Activelor Statului,CHELTUIELI - BUGET DE STAT,20825
50,50,500101,2013,Autoritatea pentru Administrarea Activelor Statului,CHELTUIELI CURENTE,20777
50,50,500110,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL I CHELTUIELI DE PERSONAL,13277
50,50,500120,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL II BUNURI SI SERVICII,7500
50,50,500170,2013,Autoritatea pentru Administrarea Activelor Statului,CHELTUIELI DE CAPITAL,48
50,50,500171,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL XII ACTIVE NEFINANCIARE,48
50,50,5101,2013,Autoritatea pentru Administrarea Activelor Statului,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,20825
50,50,510101,2013,Autoritatea pentru Administrarea Activelor Statului,CHELTUIELI CURENTE,20777
50,50,510110,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL I CHELTUIELI DE PERSONAL,13277
50,50,510120,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL II BUNURI SI SERVICII,7500
50,50,510170,2013,Autoritatea pentru Administrarea Activelor Statului,CHELTUIELI DE CAPITAL,48
50,50,510171,2013,Autoritatea pentru Administrarea Activelor Statului,TITLUL XII ACTIVE NEFINANCIARE,48
51,0,5001,2013,Ministerul Fondurilor Europene,CHELTUIELI - BUGET DE STAT,172886
51,51,500101,2013,Ministerul Fondurilor Europene,CHELTUIELI CURENTE,172819
51,51,500110,2013,Ministerul Fondurilor Europene,TITLUL I CHELTUIELI DE PERSONAL,11586
51,51,500120,2013,Ministerul Fondurilor Europene,TITLUL II BUNURI SI SERVICII,1284
51,51,500156,2013,Ministerul Fondurilor Europene,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,159949
51,51,500170,2013,Ministerul Fondurilor Europene,CHELTUIELI DE CAPITAL,67
51,51,500171,2013,Ministerul Fondurilor Europene,TITLUL XII ACTIVE NEFINANCIARE,67
51,51,5101,2013,Ministerul Fondurilor Europene,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,172886
51,51,510101,2013,Ministerul Fondurilor Europene,CHELTUIELI CURENTE,172819
51,51,510110,2013,Ministerul Fondurilor Europene,TITLUL I CHELTUIELI DE PERSONAL,11586
51,51,510120,2013,Ministerul Fondurilor Europene,TITLUL II BUNURI SI SERVICII,1284
51,51,510156,2013,Ministerul Fondurilor Europene,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,159949
51,51,510170,2013,Ministerul Fondurilor Europene,CHELTUIELI DE CAPITAL,67
51,51,510171,2013,Ministerul Fondurilor Europene,TITLUL XII ACTIVE NEFINANCIARE,67
52,0,5001,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI - BUGET DE STAT,23454577
52,52,500101,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI CURENTE,19841802
52,52,500110,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL I CHELTUIELI DE PERSONAL,412573
52,52,500120,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL II BUNURI SI SERVICII,56788
52,52,500130,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL III DOBANZI,10277941
52,52,500140,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL IV SUBVENTII,151110
52,52,500150,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL V FONDURI DE REZERVA,207000
52,52,500151,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,128543
52,52,500155,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VII ALTE TRANSFERURI,7600517
52,52,500156,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1007330
52,52,500170,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI DE CAPITAL,5000
52,52,500175,2013,Ministerul Finantelor Publice-Actiuni Generale, TITLUL XIV - FONDUL NATIONAL DE DEZVOLTARE,5000
52,52,500179,2013,Ministerul Finantelor Publice-Actiuni Generale,OPERATIUNI FINANCIARE,3607775
52,52,500181,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL XVI RAMBURSARI DE CREDITE,3607775
52,52,5101,2013,Ministerul Finantelor Publice-Actiuni Generale,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,7690514
52,52,510101,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI CURENTE,7690514
52,52,510155,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VII ALTE TRANSFERURI,6683184
52,52,510156,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,1007330
52,52,5401,2013,Ministerul Finantelor Publice-Actiuni Generale,ALTE SERVICII PUBLICE GENERALE,1026097
52,52,540101,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI CURENTE,1021097
52,52,540110,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL I CHELTUIELI DE PERSONAL,412573
52,52,540150,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL V FONDURI DE REZERVA,207000
52,52,540151,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,8000
52,52,540155,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VII ALTE TRANSFERURI,393524
52,52,540170,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI DE CAPITAL,5000
52,52,540175,2013,Ministerul Finantelor Publice-Actiuni Generale, TITLUL XIV - FONDUL NATIONAL DE DEZVOLTARE,5000
52,52,5501,2013,Ministerul Finantelor Publice-Actiuni Generale,TRANZACTII PRIVIND DATORIA PUBLICA SI IMPRUMUTURI,14063047
52,52,550101,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI CURENTE,10455272
52,52,550120,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL II BUNURI SI SERVICII,56788
52,52,550130,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL III DOBANZI,10277941
52,52,550151,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,120543
52,52,550179,2013,Ministerul Finantelor Publice-Actiuni Generale,OPERATIUNI FINANCIARE,3607775
52,52,550181,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL XVI RAMBURSARI DE CREDITE,3607775
52,52,8001,2013,Ministerul Finantelor Publice-Actiuni Generale,"ACTIUNI GENERALE ECONOMICE, COMERCIALE SI DE MUNCA",674919
52,52,800101,2013,Ministerul Finantelor Publice-Actiuni Generale,CHELTUIELI CURENTE,674919
52,52,800140,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL IV SUBVENTII,151110
52,52,800155,2013,Ministerul Finantelor Publice-Actiuni Generale,TITLUL VII ALTE TRANSFERURI,523809
